date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2022-01-03 00:00:00+05:30,10103.0500,10103.0500,0.0000,0.0000,10000.0000,0.0000,0.0000,103.0500,103.0500,10103.0500,0.0000,0.0000,103.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0103,0.0103,0.1635,0.0000,,,10000.0000,0.0000,,
2022-01-04 00:00:00+05:30,10241.8200,10241.8200,0.0000,0.0000,10000.0000,0.0000,0.0000,241.8200,241.8200,10241.8200,0.0000,0.0000,138.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0137,0.0242,0.1924,0.0000,,,10097.5314,0.0098,,
2022-01-05 00:00:00+05:30,10333.8700,10333.8700,0.0000,0.0000,10000.0000,0.0000,0.0000,333.8700,333.8700,10333.8700,0.0000,0.0000,92.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0090,0.0334,0.1774,0.0000,,,10154.4341,0.0056,,
2022-01-06 00:00:00+05:30,10426.6200,10426.6200,0.0000,0.0000,10000.0000,0.0000,0.0000,426.6200,426.6200,10426.6200,0.0000,0.0000,92.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0090,0.0427,0.1694,0.0000,,,10062.7433,-0.0090,,
2022-01-07 00:00:00+05:30,10530.2200,10530.2200,0.0000,0.0000,10000.0000,0.0000,0.0000,530.2200,530.2200,10530.2200,0.0000,0.0000,103.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0099,0.0530,0.1670,0.0000,,,10103.6838,0.0041,,
2022-01-10 00:00:00+05:30,10619.2400,10619.2400,0.0000,0.0000,10000.0000,0.0000,0.0000,619.2400,619.2400,10619.2400,0.0000,0.0000,89.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0085,0.0619,0.1621,0.0000,,,10209.8626,0.0105,,
2022-01-11 00:00:00+05:30,10502.3400,262.3400,10240.0000,10356.9000,10000.0000,0.0000,-116.9000,619.2400,502.3400,10502.3400,0.0000,0.0000,-116.9000,0.9800,0.9800,10240.0000,10240.0000,10240.0000,0.0000,1,0,-0.0110,0.0502,0.1639,-0.0110,,,10240.2277,0.0030,,
2022-01-12 00:00:00+05:30,10701.5300,10701.5300,0.0000,0.0000,10000.0000,0.0000,0.0000,701.5300,701.5300,10701.5300,0.0000,0.0000,199.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0190,0.0702,0.1868,0.0000,,,10318.8199,0.0077,,
2022-01-13 00:00:00+05:30,10705.8300,1471.0800,9234.7500,9230.4600,10000.0000,0.0000,4.2900,701.5300,705.8300,10705.8300,0.0000,0.0000,4.3000,0.8600,0.8600,9234.7500,9234.7500,9234.7500,0.0000,1,0,0.0004,0.0706,0.1761,0.0000,,,10352.2754,0.0032,,
2022-01-14 00:00:00+05:30,10823.5300,10823.5300,0.0000,0.0000,10000.0000,0.0000,0.0000,823.5300,823.5300,10823.5300,0.0000,0.0000,117.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0110,0.0824,0.1760,0.0000,,,10340.3108,-0.0012,,
2022-01-17 00:00:00+05:30,10908.6400,10908.6400,0.0000,0.0000,10000.0000,0.0000,0.0000,908.6400,908.6400,10908.6400,0.0000,0.0000,85.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0079,0.0909,0.1720,0.0000,,,10382.3854,0.0041,,
2022-01-18 00:00:00+05:30,10896.1900,10896.1900,0.0000,0.0000,10000.0000,0.0000,0.0000,896.1900,896.1900,10896.1900,0.0000,0.0000,-12.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0011,0.0896,0.1648,-0.0011,,,10271.3017,-0.0107,,
2022-01-19 00:00:00+05:30,10994.5000,10994.5000,0.0000,0.0000,10000.0000,0.0000,0.0000,994.5000,994.5000,10994.5000,0.0000,0.0000,98.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0090,0.0995,0.1632,0.0000,,,10173.5718,-0.0095,,
2022-01-20 00:00:00+05:30,10979.3300,10979.3300,0.0000,0.0000,10000.0000,0.0000,0.0000,979.3300,979.3300,10979.3300,0.0000,0.0000,-15.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0014,0.0979,0.1574,-0.0014,,,10083.6955,-0.0088,,
2022-01-21 00:00:00+05:30,10963.5600,10963.5600,0.0000,0.0000,10000.0000,0.0000,0.0000,963.5600,963.5600,10963.5600,0.0000,0.0000,-15.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0014,0.0964,0.1522,-0.0028,,,10008.5623,-0.0075,,
2022-01-24 00:00:00+05:30,10438.8400,955.2400,9483.6000,10008.3100,10000.0000,0.0000,-524.7100,963.5600,438.8400,10438.8400,0.0000,0.0000,-524.7200,0.9100,0.9100,9483.6000,9483.6000,9483.6000,0.0000,1,0,-0.0479,0.0439,0.2405,-0.0505,,,9703.4933,-0.0305,,
2022-01-25 00:00:00+05:30,10930.2400,955.2400,9975.0000,10008.3100,10000.0000,0.0000,-33.3100,963.5600,930.2400,10930.2400,0.0000,0.0000,491.4000,0.9100,0.9100,9975.0000,9975.0000,9975.0000,0.0000,1,0,0.0471,0.0930,0.2955,-0.0058,,,9791.2999,0.0090,,
2022-01-27 00:00:00+05:30,10924.6400,955.2400,9969.4000,10008.3100,10000.0000,0.0000,-38.9100,963.5600,924.6400,10924.6400,0.0000,0.0000,-5.6000,0.9100,0.9100,9969.4000,9969.4000,9969.4000,0.0000,1,0,-0.0005,0.0925,0.2872,-0.0064,,,9724.3888,-0.0068,,
2022-01-28 00:00:00+05:30,11187.2200,11187.2200,0.0000,0.0000,10000.0000,0.0000,0.0000,1187.2200,1187.2200,11187.2200,0.0000,0.0000,262.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0240,0.1187,0.2929,0.0000,,,9700.0343,-0.0025,,
2022-01-31 00:00:00+05:30,11325.5100,11325.5100,0.0000,0.0000,10000.0000,0.0000,0.0000,1325.5100,1325.5100,11325.5100,0.0000,0.0000,138.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0124,0.1326,0.2889,0.0000,,,9831.5599,0.0136,,
2022-02-01 00:00:00+05:30,11410.5700,11410.5700,0.0000,0.0000,10000.0000,0.0000,0.0000,1410.5700,1410.5700,11410.5700,0.0000,0.0000,85.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0075,0.1411,0.2831,0.0000,,,9982.5918,0.0154,,
2022-02-02 00:00:00+05:30,11488.3200,11488.3200,0.0000,0.0000,10000.0000,0.0000,0.0000,1488.3200,1488.3200,11488.3200,0.0000,0.0000,77.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0068,0.1488,0.2775,0.0000,,,10088.6005,0.0106,,
2022-02-03 00:00:00+05:30,11582.0000,11582.0000,0.0000,0.0000,10000.0000,0.0000,0.0000,1582.0000,1582.0000,11582.0000,0.0000,0.0000,93.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0082,0.1582,0.2728,0.0000,,,9934.7334,-0.0153,,
2022-02-04 00:00:00+05:30,11681.2200,11681.2200,0.0000,0.0000,10000.0000,0.0000,0.0000,1681.2200,1681.2200,11681.2200,0.0000,0.0000,99.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0086,0.1681,0.2685,0.0000,,,9924.9519,-0.0010,,
2022-02-07 00:00:00+05:30,11408.1100,336.1100,11072.0000,11345.1100,10000.0000,0.0000,-273.1100,1681.2200,1408.1100,11408.1100,0.0000,0.0000,-273.1100,0.9700,0.9700,11072.0000,11072.0000,11072.0000,0.0000,1,0,-0.0234,0.1408,0.2734,-0.0234,,,9758.8083,-0.0167,,
2022-02-08 00:00:00+05:30,11328.1100,336.1100,10992.0000,11345.1100,10000.0000,0.0000,-353.1100,1681.2200,1328.1100,11328.1100,0.0000,0.0000,-80.0000,0.9700,0.9700,10992.0000,10992.0000,10992.0000,0.0000,1,0,-0.0070,0.1328,0.2690,-0.0302,,,9776.0181,0.0018,,
2022-02-09 00:00:00+05:30,11704.1100,336.1100,11368.0000,11345.1100,10000.0000,0.0000,22.8900,1681.2200,1704.1100,11704.1100,0.0000,0.0000,376.0000,0.9700,0.9700,11368.0000,11368.0000,11368.0000,0.0000,1,0,0.0332,0.1704,0.2828,0.0000,,,9907.1467,0.0134,,
2022-02-10 00:00:00+05:30,11769.6600,11769.6600,0.0000,0.0000,10000.0000,0.0000,0.0000,1769.6600,1769.6600,11769.6600,0.0000,0.0000,65.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0056,0.1770,0.2782,0.0000,,,9972.5551,0.0066,,
2022-02-11 00:00:00+05:30,11657.4600,649.4600,11008.0000,11120.2000,10000.0000,0.0000,-112.2000,1769.6600,1657.4600,11657.4600,0.0000,0.0000,-112.2000,0.9400,0.9400,11008.0000,11008.0000,11008.0000,0.0000,1,0,-0.0095,0.1657,0.2748,-0.0095,,,9835.6710,-0.0137,,
2022-02-14 00:00:00+05:30,11313.4600,649.4600,10664.0000,11120.2000,10000.0000,0.0000,-456.2000,1769.6600,1313.4600,11313.4600,0.0000,0.0000,-344.0000,0.9400,0.9400,10664.0000,10664.0000,10664.0000,0.0000,1,0,-0.0295,0.1313,0.2834,-0.0388,,,9537.4915,-0.0303,,
2022-02-15 00:00:00+05:30,11633.0600,649.4600,10983.6000,11120.2000,10000.0000,0.0000,-136.6000,1769.6600,1633.0600,11633.0600,0.0000,0.0000,319.6000,0.9400,0.9400,10983.6000,10983.6000,10983.6000,0.0000,1,0,0.0282,0.1633,0.2902,-0.0116,,,9839.2433,0.0316,,
2022-02-16 00:00:00+05:30,11558.2600,649.4600,10908.8000,11120.2000,10000.0000,0.0000,-211.4000,1769.6600,1558.2600,11558.2600,0.0000,0.0000,-74.8000,0.9400,0.9400,10908.8000,10908.8000,10908.8000,0.0000,1,0,-0.0064,0.1558,0.2862,-0.0180,,,9805.9012,-0.0034,,
2022-02-17 00:00:00+05:30,11565.0600,649.4600,10915.6000,11120.2000,10000.0000,0.0000,-204.6000,1769.6600,1565.0600,11565.0600,0.0000,0.0000,6.8000,0.9400,0.9400,10915.6000,10915.6000,10915.6000,0.0000,1,0,0.0006,0.1565,0.2818,-0.0174,,,9798.5864,-0.0007,,
2022-02-18 00:00:00+05:30,11401.4600,649.4600,10752.0000,11120.2000,10000.0000,0.0000,-368.2000,1769.6600,1401.4600,11401.4600,0.0000,0.0000,-163.6000,0.9400,0.9400,10752.0000,10752.0000,10752.0000,0.0000,1,0,-0.0141,0.1401,0.2803,-0.0313,,,9792.1221,-0.0007,,
2022-02-21 00:00:00+05:30,11009.4600,649.4600,10360.0000,11120.2000,10000.0000,0.0000,-760.2000,1769.6600,1009.4600,11009.4600,0.0000,0.0000,-392.0000,0.9400,0.9400,10360.0000,10360.0000,10360.0000,0.0000,1,0,-0.0344,0.1009,0.2913,-0.0646,,,9756.3984,-0.0036,,
2022-02-22 00:00:00+05:30,10894.2600,649.4600,10244.8000,11120.2000,10000.0000,0.0000,-875.4000,1769.6600,894.2600,10894.2600,0.0000,0.0000,-115.2000,0.9400,0.9400,10244.8000,10244.8000,10244.8000,0.0000,1,0,-0.0105,0.0894,0.2886,-0.0744,,,9685.4330,-0.0073,,
2022-02-23 00:00:00+05:30,11113.4600,649.4600,10464.0000,11120.2000,10000.0000,0.0000,-656.2000,1769.6600,1113.4600,11113.4600,0.0000,0.0000,219.2000,0.9400,0.9400,10464.0000,10464.0000,10464.0000,0.0000,1,0,0.0201,0.1113,0.2895,-0.0558,,,9670.7465,-0.0015,,
2022-02-24 00:00:00+05:30,10889.4600,649.4600,10240.0000,11120.2000,10000.0000,0.0000,-880.2000,1769.6600,889.4600,10889.4600,0.0000,0.0000,-224.0000,0.9400,0.9400,10240.0000,10240.0000,10240.0000,0.0000,1,0,-0.0202,0.0889,0.2904,-0.0748,,,9196.1600,-0.0491,,
2022-02-25 00:00:00+05:30,11153.4600,649.4600,10504.0000,11120.2000,10000.0000,0.0000,-616.2000,1769.6600,1153.4600,11153.4600,0.0000,0.0000,264.0000,0.9400,0.9400,10504.0000,10504.0000,10504.0000,0.0000,1,0,0.0242,0.1153,0.2932,-0.0524,,,9451.9247,0.0278,,
2022-02-28 00:00:00+05:30,11692.2600,649.4600,11042.8000,11120.2000,10000.0000,0.0000,-77.4000,1769.6600,1692.2600,11692.2600,0.0000,0.0000,538.8000,0.9400,0.9400,11042.8000,11042.8000,11042.8000,0.0000,1,0,0.0483,0.1692,0.3139,-0.0066,,,9520.3384,0.0072,,
2022-03-02 00:00:00+05:30,12022.2000,12022.2000,0.0000,0.0000,10000.0000,0.0000,0.0000,2022.2000,2022.2000,12022.2000,0.0000,0.0000,329.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0282,0.2022,0.3178,0.0000,,,9427.5702,-0.0097,,
2022-03-03 00:00:00+05:30,12116.4800,12116.4800,0.0000,0.0000,10000.0000,0.0000,0.0000,2116.4800,2116.4800,12116.4800,0.0000,0.0000,94.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0078,0.2116,0.3146,0.0000,,,9361.1695,-0.0070,,
2022-03-04 00:00:00+05:30,12443.7300,12443.7300,0.0000,0.0000,10000.0000,0.0000,0.0000,2443.7300,2443.7300,12443.7300,0.0000,0.0000,327.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0270,0.2444,0.3177,0.0000,,,9210.7897,-0.0161,,
2022-03-07 00:00:00+05:30,12620.5400,12620.5400,0.0000,0.0000,10000.0000,0.0000,0.0000,2620.5400,2620.5400,12620.5400,0.0000,0.0000,176.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0142,0.2621,0.3159,0.0000,,,9005.2366,-0.0223,,
2022-03-08 00:00:00+05:30,12435.2000,525.0500,11910.1500,12095.4900,10000.0000,0.0000,-185.3400,2620.5400,2435.2000,12435.2000,0.0000,0.0000,-185.3400,0.9600,0.9600,11910.1500,11910.1500,11910.1500,0.0000,1,0,-0.0147,0.2435,0.3143,-0.0147,,,9082.5529,0.0086,,
2022-03-09 00:00:00+05:30,12554.4500,525.0500,12029.4000,12095.4900,10000.0000,0.0000,-66.0900,2620.5400,2554.4500,12554.4500,0.0000,0.0000,119.2500,0.9600,0.9600,12029.4000,12029.4000,12029.4000,0.0000,1,0,0.0096,0.2554,0.3117,-0.0052,,,9280.7344,0.0218,,
2022-03-10 00:00:00+05:30,12679.2300,25008.3300,-12329.1000,-12253.3800,10000.0000,0.0000,-75.7200,2754.9500,2679.2300,12679.2300,0.0000,0.0000,124.7800,0.9700,-0.9700,12329.1000,-12329.1000,0.0000,12329.1000,0,1,0.0099,0.2679,0.3092,0.0000,,,9393.8028,0.0122,,
2022-03-11 00:00:00+05:30,12566.5000,13948.4500,-1381.9500,-1361.4900,10000.0000,0.0000,-20.4600,2586.9600,2566.5000,12566.5000,0.0000,0.0000,-112.7300,0.1100,-0.1100,1381.9500,-1381.9500,0.0000,1381.9500,0,1,-0.0089,0.2567,0.3066,-0.0089,,,9424.5365,0.0033,,
2022-03-14 00:00:00+05:30,12437.8000,2774.3000,9663.5000,9777.3800,10000.0000,0.0000,-113.8800,2551.6800,2437.8000,12437.8000,0.0000,0.0000,-128.7000,0.7800,0.7800,9663.5000,9663.5000,9663.5000,0.0000,1,0,-0.0102,0.2438,0.3043,-0.0190,,,9575.3132,0.0160,,
2022-03-15 00:00:00+05:30,12406.3000,2774.3000,9632.0000,9777.3800,10000.0000,0.0000,-145.3800,2551.6800,2406.3000,12406.3000,0.0000,0.0000,-31.5000,0.7800,0.7800,9632.0000,9632.0000,9632.0000,0.0000,1,0,-0.0025,0.2406,0.3013,-0.0215,,,9438.4291,-0.0143,,
2022-03-16 00:00:00+05:30,12634.0500,12634.0500,0.0000,0.0000,10000.0000,0.0000,0.0000,2634.0500,2634.0500,12634.0500,0.0000,0.0000,227.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0184,0.2634,0.3011,-0.0036,,,9620.6483,0.0193,,
2022-03-17 00:00:00+05:30,12401.6300,801.6300,11600.0000,11832.4100,10000.0000,0.0000,-232.4100,2634.0500,2401.6300,12401.6300,0.0000,0.0000,-232.4200,0.9400,0.9400,11600.0000,11600.0000,11600.0000,0.0000,1,0,-0.0184,0.2402,0.3009,-0.0219,,,9809.5019,0.0196,,
2022-03-21 00:00:00+05:30,12361.6300,801.6300,11560.0000,11832.4100,10000.0000,0.0000,-272.4100,2634.0500,2361.6300,12361.6300,0.0000,0.0000,-40.0000,0.9400,0.9400,11560.0000,11560.0000,11560.0000,0.0000,1,0,-0.0032,0.2362,0.2981,-0.0250,,,9704.2871,-0.0107,,
2022-03-22 00:00:00+05:30,12169.6300,801.6300,11368.0000,11832.4100,10000.0000,0.0000,-464.4100,2634.0500,2169.6300,12169.6300,0.0000,0.0000,-192.0000,0.9300,0.9300,11368.0000,11368.0000,11368.0000,0.0000,1,0,-0.0155,0.2170,0.2972,-0.0402,,,9826.7400,0.0126,,
2022-03-23 00:00:00+05:30,12049.6300,801.6300,11248.0000,11832.4100,10000.0000,0.0000,-584.4100,2634.0500,2049.6300,12049.6300,0.0000,0.0000,-120.0000,0.9300,0.9300,11248.0000,11248.0000,11248.0000,0.0000,1,0,-0.0099,0.2050,0.2952,-0.0497,,,9766.4917,-0.0061,,
2022-03-24 00:00:00+05:30,12009.6300,801.6300,11208.0000,11832.4100,10000.0000,0.0000,-624.4100,2634.0500,2009.6300,12009.6300,0.0000,0.0000,-40.0000,0.9300,0.9300,11208.0000,11208.0000,11208.0000,0.0000,1,0,-0.0033,0.2010,0.2926,-0.0528,,,9751.6069,-0.0015,,
2022-03-25 00:00:00+05:30,11933.2300,801.6300,11131.6000,11832.4100,10000.0000,0.0000,-700.8100,2634.0500,1933.2300,11933.2300,0.0000,0.0000,-76.4000,0.9300,0.9300,11131.6000,11131.6000,11131.6000,0.0000,1,0,-0.0064,0.1933,0.2903,-0.0588,,,9740.6346,-0.0011,,
2022-03-28 00:00:00+05:30,12025.6300,801.6300,11224.0000,11832.4100,10000.0000,0.0000,-608.4100,2634.0500,2025.6300,12025.6300,0.0000,0.0000,92.4000,0.9300,0.9300,11224.0000,11224.0000,11224.0000,0.0000,1,0,0.0077,0.2026,0.2882,-0.0515,,,9761.4734,0.0021,,
2022-03-29 00:00:00+05:30,11969.6300,801.6300,11168.0000,11832.4100,10000.0000,0.0000,-664.4100,2634.0500,1969.6300,11969.6300,0.0000,0.0000,-56.0000,0.9300,0.9300,11168.0000,11168.0000,11168.0000,0.0000,1,0,-0.0047,0.1970,0.2859,-0.0560,,,9830.1139,0.0070,,
2022-03-30 00:00:00+05:30,12049.6300,801.6300,11248.0000,11832.4100,10000.0000,0.0000,-584.4100,2634.0500,2049.6300,12049.6300,0.0000,0.0000,80.0000,0.9300,0.9300,11248.0000,11248.0000,11248.0000,0.0000,1,0,0.0067,0.2050,0.2838,-0.0497,2.9237,0.2816,9907.1467,0.0078,,
2022-03-31 00:00:00+05:30,12728.5300,12728.5300,0.0000,0.0000,10000.0000,0.0000,0.0000,2728.5300,2728.5300,12728.5300,0.0000,0.0000,678.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0563,0.2729,0.3038,0.0000,3.3707,0.3015,9905.5307,-0.0002,0.004167113905673927,0.5323098499811036
2022-04-01 00:00:00+05:30,12838.2300,12838.2300,0.0000,0.0000,10000.0000,0.0000,0.0000,2838.2300,2838.2300,12838.2300,0.0000,0.0000,109.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0086,0.2838,0.3018,0.0000,3.3053,0.3010,10030.0533,0.0126,0.004029881283875462,0.5300367354898597
2022-04-04 00:00:00+05:30,13061.5600,13061.5600,0.0000,0.0000,10000.0000,0.0000,0.0000,3061.5600,3061.5600,13061.5600,0.0000,0.0000,223.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0174,0.3062,0.3014,0.0000,3.4102,0.3021,10227.2141,0.0197,0.004004111017615773,0.5312299735777484
2022-04-05 00:00:00+05:30,13043.8200,13043.8200,0.0000,0.0000,10000.0000,0.0000,0.0000,3043.8200,3043.8200,13043.8200,0.0000,0.0000,-17.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0014,0.3044,0.2990,-0.0014,3.2653,0.3021,10167.5045,-0.0058,0.003933512627315018,0.5314493682155667
2022-04-06 00:00:00+05:30,13212.3400,13212.3400,0.0000,0.0000,10000.0000,0.0000,0.0000,3212.3400,3212.3400,13212.3400,0.0000,0.0000,168.5200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0129,0.3212,0.2978,0.0000,3.3035,0.3025,10092.9667,-0.0073,0.003982717412269169,0.5309855425411415
2022-04-07 00:00:00+05:30,13194.2000,13194.2000,0.0000,0.0000,10000.0000,0.0000,0.0000,3194.2000,3194.2000,13194.2000,0.0000,0.0000,-18.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0014,0.3194,0.2955,-0.0014,3.1656,0.3025,10011.2274,-0.0081,0.0039033553836796357,0.5304343591181021
2022-04-08 00:00:00+05:30,13177.4600,13177.4600,0.0000,0.0000,10000.0000,0.0000,0.0000,3177.4600,3177.4600,13177.4600,0.0000,0.0000,-16.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0013,0.3177,0.2933,-0.0026,3.3153,0.3011,10093.5337,0.0082,0.003762098556014172,0.5247788819736153
2022-04-11 00:00:00+05:30,13164.4300,13164.4300,0.0000,0.0000,10000.0000,0.0000,0.0000,3164.4300,3164.4300,13164.4300,0.0000,0.0000,-13.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0010,0.3164,0.2911,-0.0036,3.0514,0.2996,10025.1200,-0.0068,0.00401114777180415,0.5297121705577285
2022-04-12 00:00:00+05:30,13149.6800,13149.6800,0.0000,0.0000,10000.0000,0.0000,0.0000,3149.6800,3149.6800,13149.6800,0.0000,0.0000,-14.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0011,0.3150,0.2890,-0.0047,3.0295,0.2997,9934.5632,-0.0090,0.003823042532772482,0.5226381809950424
