,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2022-01-03 09:21:00+05:30,2022-01-03 10:33:00+05:30,HAL,7.0,1226.45,1241.17,True,103.04000000000019,0.012002119939663278,0 days 01:12:00,0.01006071186566452
1,2022-01-04 09:21:00+05:30,2022-01-04 09:53:00+05:30,HAL,8.0,1234.77,1252.12,True,138.79999999999927,0.014051199818589623,0 days 00:32:00,0.013431560489922872
2,2022-01-05 09:21:00+05:30,2022-01-05 10:08:00+05:30,HAL,8.0,1250.39,1261.89,True,92.0,0.00919713049528547,0 days 00:47:00,0.008823568903441383
3,2022-01-06 09:21:00+05:30,2022-01-06 11:35:00+05:30,HAL,8.0,1260.56,1272.15,True,92.72000000000116,0.009194326331154523,0 days 02:14:00,0.00880513417573433
4,2022-01-07 09:21:00+05:30,2022-01-07 10:35:00+05:30,HAL,8.0,1255.77,1268.72,True,103.60000000000036,0.010312397970966057,0 days 01:14:00,
5,2022-01-10 09:21:00+05:30,2022-01-10 10:36:00+05:30,HAL,8.0,1268.25,1279.38,True,89.04000000000087,0.008775872264932079,0 days 01:15:00,0.008478110592496613
6,2022-01-11 09:21:00+05:30,2022-01-12 09:52:00+05:30,HAL,8.0,1294.61,1304.9,True,82.32000000000153,0.007948339654413446,1 days 00:31:00,0.00769235800862134
7,2022-01-13 09:21:00+05:30,2022-01-14 09:24:00+05:30,HAL,7.0,1318.64,1336.07,True,122.00999999999885,0.01321816416914384,1 days 00:03:00,0.011272662430833457
8,2022-01-17 09:21:00+05:30,2022-01-17 09:48:00+05:30,HAL,7.0,1369.64,1381.79,True,85.04999999999905,0.008870944189713985,0 days 00:27:00,0.007805480631303147
9,2022-01-18 09:21:00+05:30,2022-01-18 09:21:00+05:30,HAL,7.0,1412.54,1410.76,True,-12.459999999999809,-0.0012601413057329158,0 days 00:00:00,-0.0011332939196870989
10,2022-01-19 09:21:00+05:30,2022-01-19 14:49:00+05:30,HAL,7.0,1408.9,1422.95,True,98.34999999999968,0.009972318830293102,0 days 05:28:00,0.008957741501530574
11,2022-01-20 09:21:00+05:30,2022-01-20 09:21:00+05:30,HAL,7.0,1438.88,1436.72,True,-15.120000000000573,-0.0015011675747804416,0 days 00:00:00,-0.0013791140833817276
12,2022-01-21 09:21:00+05:30,2022-01-21 09:21:00+05:30,HAL,7.0,1423.68,1421.42,True,-15.819999999999936,-0.0015874353787367883,0 days 00:00:00,
13,2022-01-24 09:21:00+05:30,2022-01-28 09:18:00+05:30,HAL,7.0,1429.76,1442.95,True,92.33000000000038,0.009225324529991086,3 days 23:57:00,0.0084472070146676
14,2022-01-28 09:21:00+05:30,2022-01-28 11:52:00+05:30,HAL,7.0,1448.35,1467.11,True,131.31999999999994,0.012952670279973759,0 days 02:31:00,
15,2022-01-31 09:21:00+05:30,2022-01-31 09:30:00+05:30,HAL,7.0,1431.26,1451.02,True,138.31999999999994,0.013806017075863219,0 days 00:09:00,0.012122093813017223
16,2022-02-01 09:21:00+05:30,2022-02-01 10:16:00+05:30,HAL,7.0,1450.92,1463.07,True,85.04999999999905,0.008373997187990973,0 days 00:55:00,0.007403171220857274
17,2022-02-02 09:21:00+05:30,2022-02-02 10:57:00+05:30,HAL,7.0,1433.83,1444.93,True,77.70000000000095,0.007741503525522647,0 days 01:36:00,0.006708685891901309
18,2022-02-03 09:21:00+05:30,2022-02-03 13:12:00+05:30,HAL,7.0,1432.15,1445.53,True,93.65999999999917,0.00934259679502837,0 days 03:51:00,0.008017998120059306
19,2022-02-04 09:21:00+05:30,2022-02-04 09:50:00+05:30,HAL,8.0,1412.93,1425.33,True,99.19999999999891,0.008776089402871948,0 days 00:29:00,
20,2022-02-07 09:21:00+05:30,2022-02-10 14:27:00+05:30,HAL,8.0,1418.14,1429.19,True,88.39999999999964,0.007791896427715143,3 days 05:06:00,0.007803596539934696
21,2022-02-11 09:21:00+05:30,2022-03-02 09:20:00+05:30,HAL,8.0,1390.03,1405.63,True,124.80000000000109,0.011222779364474246,18 days 23:59:00,
22,2022-03-02 09:21:00+05:30,2022-03-02 09:38:00+05:30,HAL,8.0,1399.64,1415.6,True,127.67999999999847,0.011402932182561092,0 days 00:17:00,0.010537713923515615
23,2022-03-03 09:21:00+05:30,2022-03-03 09:57:00+05:30,HAL,8.0,1398.75,1410.54,True,94.31999999999971,0.008428954423592467,0 days 00:36:00,0.007579720871475009
24,2022-03-04 09:21:00+05:30,2022-03-04 09:38:00+05:30,HAL,8.0,1373.3,1414.21,True,327.28000000000065,0.029789557998980618,0 days 00:17:00,
25,2022-03-07 09:41:00+05:30,2022-03-07 10:02:00+05:30,HAL,9.0,1342.05,1361.69,True,176.7600000000009,0.014634328080175927,0 days 00:21:00,0.014214487905301153
26,2022-03-08 09:21:00+05:30,2022-03-10 09:21:00+05:30,HAL,9.0,1343.94,1358.88,True,134.4600000000005,0.011116567703915394,2 days 00:00:00,0.01071014660140432
27,2022-03-10 09:22:00+05:30,2022-03-14 09:21:00+05:30,HAL,9.0,1384.07,1361.49,False,-203.21999999999935,-0.0163142037613704,3 days 23:59:00,-0.01617156726216523
28,2022-03-14 09:21:00+05:30,2022-03-16 10:57:00+05:30,HAL,7.0,1396.77,1408.54,True,82.38999999999987,0.008426584190668458,2 days 01:36:00,0.006640980792016949
29,2022-03-17 09:21:00+05:30,2022-03-31 15:23:00+05:30,HAL,8.0,1479.05,1490.86,True,94.47999999999956,0.00798485514350424,14 days 06:02:00,
30,2022-04-01 09:21:00+05:30,2022-04-01 09:36:00+05:30,HAL,8.0,1507.34,1521.05,True,109.68000000000029,0.009095492722279006,0 days 00:15:00,
31,2022-04-04 09:21:00+05:30,2022-04-04 09:58:00+05:30,HAL,8.0,1538.73,1566.65,True,223.36000000000058,0.01814483372651477,0 days 00:37:00,0.017123818022634518
32,2022-04-05 09:21:00+05:30,2022-04-05 09:21:00+05:30,HAL,8.0,1563.11,1560.89,True,-17.7599999999984,-0.0014202455361425619,0 days 00:00:00,-0.0013441979240617786
33,2022-04-06 09:21:00+05:30,2022-04-06 09:59:00+05:30,HAL,8.0,1551.76,1572.82,True,168.47999999999956,0.01357168634324892,0 days 00:38:00,0.012769247093419802
34,2022-04-07 09:21:00+05:30,2022-04-07 09:21:00+05:30,HAL,8.0,1564.08,1561.82,True,-18.079999999999927,-0.001444938877806756,0 days 00:00:00,-0.0013720398316519214
35,2022-04-08 09:21:00+05:30,2022-04-08 09:21:00+05:30,HAL,8.0,1591.05,1588.95,True,-16.799999999999272,-0.0013198830960685767,0 days 00:00:00,
36,2022-04-11 09:21:00+05:30,2022-04-11 09:21:00+05:30,HAL,7.0,1669.13,1667.27,True,-13.020000000000891,-0.0011143529862863452,0 days 00:00:00,-0.000990138163058028
37,2022-04-12 09:21:00+05:30,2022-04-12 09:21:00+05:30,HAL,7.0,1671.2,1669.1,True,-14.700000000000955,-0.001256582096697066,0 days 00:00:00,-0.0011193220106678968
38,2022-04-13 09:21:00+05:30,2022-04-13 09:21:00+05:30,HAL,7.0,1681.09,1678.71,True,-16.659999999999172,-0.0014157481158057462,0 days 00:00:00,
39,2022-04-18 09:21:00+05:30,2022-04-18 09:21:00+05:30,HAL,7.0,1669.59,1667.21,True,-16.659999999999172,-0.001425499673572483,0 days 00:00:00,-0.0012715848863052881
40,2022-04-19 09:21:00+05:30,2022-04-19 09:21:00+05:30,HAL,7.0,1741.04,1738.96,True,-14.55999999999949,-0.00119468823232087,0 days 00:00:00,-0.0011339616851791744
41,2022-04-20 09:21:00+05:30,2022-04-22 10:24:00+05:30,HAL,7.0,1713.4,1731.71,True,128.16999999999962,0.010686354616551852,2 days 01:03:00,0.00998621704147117
42,2022-04-25 09:21:00+05:30,2022-04-26 09:23:00+05:30,HAL,7.0,1647.09,1666.69,True,137.20000000000095,0.011899774754263664,1 days 00:02:00,0.010264021760923175
43,2022-04-27 09:21:00+05:30,2022-05-17 14:49:00+05:30,HAL,7.0,1654.11,1672.1,True,125.93000000000006,0.010875939326888786,20 days 05:28:00,0.009551483047312195
44,2022-05-18 09:21:00+05:30,2022-05-18 09:39:00+05:30,HAL,7.0,1673.7,1695.88,True,155.26000000000045,0.01325207623827452,0 days 00:18:00,0.011274671058603487
45,2022-05-19 09:21:00+05:30,2022-05-19 09:39:00+05:30,HAL,8.0,1642.58,1657.88,True,122.40000000000146,0.009314614813281656,0 days 00:18:00,0.008797944846086385
46,2022-05-20 09:21:00+05:30,2022-05-20 09:36:00+05:30,HAL,7.0,1746.02,1766.26,True,141.68000000000006,0.011592077983070074,0 days 00:15:00,
47,2022-05-23 09:21:00+05:30,2022-05-23 09:24:00+05:30,HAL,7.0,1766.11,1789.95,True,166.88000000000102,0.013498592952873914,0 days 00:03:00,0.011867714241826085
48,2022-05-24 09:21:00+05:30,2022-05-24 09:21:00+05:30,HAL,7.0,1822.4,1819.9,True,-17.5,-0.0013718173836698858,0 days 00:00:00,-0.001231559160935225
49,2022-05-25 09:21:00+05:30,2022-05-25 09:30:00+05:30,HAL,7.0,1797.69,1818.83,True,147.9799999999991,0.011759535848783646,0 days 00:09:00,0.010348722144712809
50,2022-05-26 09:21:00+05:30,2022-05-27 09:17:00+05:30,HAL,7.0,1762.18,1802.99,True,285.6699999999996,0.02315881465003572,0 days 23:56:00,0.019573275596269903
51,2022-05-27 09:21:00+05:30,2022-05-27 09:46:00+05:30,HAL,7.0,1795.05,1809.29,True,99.68000000000006,0.007932926659424534,0 days 00:25:00,
52,2022-05-30 09:21:00+05:30,2022-05-30 09:54:00+05:30,HAL,7.0,1823.14,1838.18,True,105.27999999999975,0.008249503603672763,0 days 00:33:00,0.007099745763283346
53,2022-05-31 09:21:00+05:30,2022-05-31 10:03:00+05:30,HAL,7.0,1821.42,1839.77,True,128.44999999999936,0.010074557213602524,0 days 00:42:00,0.008672432534618796
54,2022-06-01 09:21:00+05:30,2022-06-01 09:21:00+05:30,HAL,7.0,1861.24,1858.76,True,-17.360000000000127,-0.0013324450366422483,0 days 00:00:00,-0.0011733828641491743
55,2022-06-02 09:21:00+05:30,2022-06-02 09:21:00+05:30,HAL,7.0,1915.83,1913.47,True,-16.5199999999993,-0.0012318420736703675,0 days 00:00:00,-0.0011180648003827477
56,2022-06-03 09:21:00+05:30,2022-06-03 09:21:00+05:30,HAL,7.0,1908.33,1905.57,True,-19.319999999999936,-0.0014462907358790099,0 days 00:00:00,
57,2022-06-06 09:21:00+05:30,2022-06-06 09:21:00+05:30,HAL,7.0,1909.05,1906.35,True,-18.90000000000032,-0.0014143160210576178,0 days 00:00:00,-0.0012822061000446615
58,2022-06-07 09:21:00+05:30,2022-06-07 09:21:00+05:30,HAL,7.0,1908.57,1906.23,True,-16.379999999999427,-0.001226048821892788,0 days 00:00:00,-0.0011125298848076116
59,2022-06-08 09:21:00+05:30,2022-06-08 09:21:00+05:30,HAL,7.0,1884.07,1881.63,True,-17.07999999999879,-0.0012950686545615754,0 days 00:00:00,-0.0011494392109516246
60,2022-06-09 09:21:00+05:30,2022-06-09 10:36:00+05:30,HAL,7.0,1851.26,1870.72,True,136.22000000000025,0.01051175955835487,0 days 01:15:00,0.009089234908213558
61,2022-06-10 09:21:00+05:30,2022-06-10 10:02:00+05:30,HAL,7.0,1869.05,1887.26,True,127.47000000000025,0.009742917524945847,0 days 00:41:00,
62,2022-06-13 09:21:00+05:30,2022-06-14 11:07:00+05:30,HAL,7.0,1869.52,1886.28,True,117.31999999999994,0.00896486798750481,1 days 01:46:00,0.007767319394265606
63,2022-06-15 09:21:00+05:30,2022-06-17 15:23:00+05:30,HAL,7.0,1894.19,1934.66,True,283.2900000000002,0.021365332939145505,2 days 06:02:00,0.01965447694558787
64,2022-06-20 09:21:00+05:30,2022-07-28 09:43:00+05:30,HAL,7.0,1934.85,1961.8,True,188.65000000000032,0.013928728325193191,38 days 00:22:00,0.01302948469130518
65,2022-07-29 09:21:00+05:30,2022-07-29 09:21:00+05:30,HAL,7.0,2063.0,2060.5,True,-17.5,-0.0012118274357731458,0 days 00:00:00,
66,2022-08-01 09:21:00+05:30,2022-08-01 09:21:00+05:30,HAL,7.0,2026.45,2023.75,True,-18.90000000000032,-0.0013323792839695257,0 days 00:00:00,-0.0012177787972469385
67,2022-08-02 09:21:00+05:30,2022-08-02 09:21:00+05:30,HAL,7.0,2046.37,2043.53,True,-19.879999999999427,-0.001387823316409016,0 days 00:00:00,-0.0012827205030741691
68,2022-08-03 09:21:00+05:30,2022-08-03 09:21:00+05:30,HAL,7.0,2060.25,2057.15,True,-21.699999999999363,-0.0015046717631354977,0 days 00:00:00,-0.0014019763343810058
69,2022-08-04 09:21:00+05:30,2022-08-04 09:21:00+05:30,HAL,7.0,2037.04,2034.16,True,-20.159999999999172,-0.0014138161253583051,0 days 00:00:00,-0.0013002659869508486
70,2022-08-05 09:21:00+05:30,2022-08-08 09:18:00+05:30,HAL,7.0,2004.13,2028.65,True,171.63999999999987,0.012234735271664006,2 days 23:57:00,
71,2022-08-08 09:21:00+05:30,2022-08-08 09:59:00+05:30,HAL,7.0,2045.15,2070.34,True,176.33000000000038,0.012316944967361833,0 days 00:38:00,
72,2022-08-10 09:21:00+05:30,2022-08-10 09:21:00+05:30,HAL,7.0,2165.89,2163.31,True,-18.05999999999949,-0.0011911962288019833,0 days 00:00:00,-0.0011438944475515205
73,2022-08-11 09:21:00+05:30,2022-08-11 09:21:00+05:30,HAL,7.0,2199.17,2196.33,True,-19.88000000000102,-0.0012913962995130643,0 days 00:00:00,-0.0012605239163489585
74,2022-08-12 09:21:00+05:30,2022-08-12 09:21:00+05:30,HAL,6.0,2264.46,2261.64,True,-16.920000000000982,-0.0012453300124533723,0 days 00:00:00,
75,2022-08-16 09:21:00+05:30,2022-08-16 09:21:00+05:30,HAL,6.0,2257.49,2254.71,True,-16.679999999998472,-0.0012314561747780702,0 days 00:00:00,-0.0010598908210785135
76,2022-08-17 09:21:00+05:30,2022-08-17 09:21:00+05:30,HAL,6.0,2307.97,2305.13,True,-17.039999999998145,-0.0012305185942623564,0 days 00:00:00,-0.0010840315285225073
77,2022-08-18 09:21:00+05:30,2022-08-18 09:21:00+05:30,HAL,6.0,2296.53,2293.47,True,-18.3600000000024,-0.0013324450366424127,0 days 00:00:00,-0.0011692993947794478
78,2022-08-19 09:21:00+05:30,2022-08-19 09:21:00+05:30,HAL,6.0,2292.35,2289.45,True,-17.400000000000546,-0.001265077322398452,0 days 00:00:00,
79,2022-08-22 09:21:00+05:30,2022-08-22 09:21:00+05:30,HAL,6.0,2239.29,2236.31,True,-17.88000000000011,-0.0013307789522571968,0 days 00:00:00,-0.001130096336288361
80,2022-08-23 09:21:00+05:30,2022-08-24 09:16:00+05:30,HAL,6.0,2229.63,2243.97,True,86.03999999999814,0.006431560393428367,0 days 23:55:00,0.005522978711112276
81,2022-08-24 09:21:00+05:30,2022-08-26 09:50:00+05:30,HAL,6.0,2251.89,2278.68,True,160.73999999999978,0.011896673460959444,2 days 00:29:00,0.01032777879509246
82,2022-08-29 09:21:00+05:30,2022-08-29 09:36:00+05:30,HAL,6.0,2247.48,2300.56,True,318.47999999999956,0.023617562781426276,0 days 00:15:00,0.019622872155583077
83,2022-08-30 09:21:00+05:30,2022-08-30 09:21:00+05:30,HAL,6.0,2301.59,2298.41,True,-19.080000000001746,-0.0013816535525442372,0 days 00:00:00,
84,2022-09-01 09:21:00+05:30,2022-09-01 09:21:00+05:30,HAL,6.0,2303.61,2300.39,True,-19.320000000001528,-0.001397806052239856,0 days 00:00:00,-0.0011931280272073658
85,2022-09-02 09:21:00+05:30,2022-09-02 09:21:00+05:30,HAL,6.0,2333.65,2330.65,True,-18.0,-0.0012855398195959118,0 days 00:00:00,
86,2022-09-05 09:21:00+05:30,2022-09-05 09:21:00+05:30,HAL,6.0,2375.36,2372.24,True,-18.720000000002074,-0.001313485113835522,0 days 00:00:00,-0.0011586775478373563
87,2022-09-06 09:21:00+05:30,2022-09-06 09:21:00+05:30,HAL,6.0,2405.27,2402.33,True,-17.640000000000327,-0.0012223159977882128,0 days 00:00:00,-0.001093019422781668
88,2022-09-07 09:21:00+05:30,2022-09-07 09:21:00+05:30,HAL,6.0,2418.76,2415.84,True,-17.520000000000437,-0.0012072301509864858,0 days 00:00:00,-0.0010868951586637664
89,2022-09-08 09:21:00+05:30,2022-09-08 09:21:00+05:30,HAL,6.0,2433.77,2430.53,True,-19.43999999999869,-0.0013312679505457713,0 days 00:00:00,-0.0012075261677255518
90,2022-09-09 09:21:00+05:30,2022-09-09 09:21:00+05:30,HAL,6.0,2431.29,2427.91,True,-20.280000000000655,-0.0013902084901431376,0 days 00:00:00,
91,2022-09-12 09:21:00+05:30,2022-09-12 09:21:00+05:30,HAL,6.0,2467.23,2464.27,True,-17.76000000000022,-0.0011997260085196905,0 days 00:00:00,-0.0011057394476906308
92,2022-09-13 09:21:00+05:30,2022-09-13 09:21:00+05:30,HAL,6.0,2614.14,2610.86,True,-19.679999999998472,-0.0012547147436632105,0 days 00:00:00,-0.0012266543003955756
93,2022-09-14 09:21:00+05:30,2022-09-14 09:21:00+05:30,HAL,6.0,2614.5,2611.5,True,-18.0,-0.0011474469305794606,0 days 00:00:00,-0.001123315728479611
94,2022-09-15 09:21:00+05:30,2022-09-15 09:21:00+05:30,HAL,6.0,2571.69,2568.41,True,-19.6800000000012,-0.0012754258872570957,0 days 00:00:00,-0.001229659538015487
95,2022-09-16 09:21:00+05:30,2022-09-16 09:21:00+05:30,HAL,6.0,2551.63,2548.37,True,-19.56000000000131,-0.001277614701191089,0 days 00:00:00,
96,2022-09-19 09:21:00+05:30,2022-10-19 09:29:00+05:30,HAL,6.0,2515.79,2543.45,True,165.95999999999913,0.010994558369339196,30 days 00:08:00,0.010571097894761594
97,2022-10-20 09:21:00+05:30,2022-10-20 09:41:00+05:30,HAL,6.0,2473.84,2498.51,True,148.02000000000044,0.009972350677489276,0 days 00:20:00,0.009284459350539488
98,2022-10-21 09:21:00+05:30,2022-10-25 14:28:00+05:30,HAL,6.0,2463.61,2489.29,True,154.07999999999902,0.01042372778158874,4 days 05:07:00,
99,2022-10-27 09:21:00+05:30,2022-10-31 09:40:00+05:30,HAL,6.0,2517.65,2538.22,True,123.41999999999825,0.00817031755804012,4 days 00:19:00,0.007480612050076718
100,2022-11-01 09:21:00+05:30,2022-11-03 09:59:00+05:30,HAL,6.0,2528.55,2556.44,True,167.33999999999924,0.01103003697771445,2 days 00:38:00,0.010225849877875172
101,2022-11-04 09:21:00+05:30,2022-11-07 09:25:00+05:30,HAL,6.0,2550.27,2570.87,True,123.59999999999945,0.008077576099785478,3 days 00:04:00,
102,2022-11-09 09:21:00+05:30,2022-11-16 12:06:00+05:30,HAL,6.0,2583.1,2609.47,True,158.21999999999935,0.010208664008362005,7 days 02:45:00,0.009880536803781816
103,2022-11-17 09:21:00+05:30,2022-11-24 10:08:00+05:30,HAL,6.0,2716.77,2747.15,True,182.28000000000065,0.011182396743191405,7 days 00:47:00,0.01107934912166926
104,2022-11-25 09:21:00+05:30,2022-12-02 09:29:00+05:30,HAL,6.0,2749.21,2788.41,True,235.1999999999989,0.01425864157339738,7 days 00:08:00,
105,2022-12-05 09:21:00+05:30,2022-12-06 09:44:00+05:30,HAL,6.0,2771.31,2804.32,True,198.0600000000013,0.01191133435090272,1 days 00:23:00,0.011214762763545017
